,지역,연평균 미세먼지(PM-10),낮시간 소음도 ,국토면적,산림면적,임목축적,산림율,평균 임목축적,2019년 가로수 조성 현황(종),자치단체명,세입총계,해면기압 10년 평균(hPa),평균기온 10년 평균(℃),최고기온 10년 평균(℃),최저기온 10년 평균(℃),강수량 10년 평균(㎜),상대습도 10년 평균(%),일조시간 10년 평균(시간),나무종류,나무수량
137,충청남도 단풍나무,12765996,61,824617,404097,59154844,49.0,146.39,왕벚나무,충남본청,9890664709000,1017.1,12.3,17.6,7.5,1156.5,76.2,2395.2,단풍나무,14643.0
138,충청남도 중국단풍,12765996,61,824617,404097,59154844,49.0,146.39,왕벚나무,충남본청,9890664709000,1017.1,12.3,17.6,7.5,1156.5,76.2,2395.2,중국단풍,1259.0
139,충청남도 백합나무,12765996,61,824617,404097,59154844,49.0,146.39,왕벚나무,충남본청,9890664709000,1017.1,12.3,17.6,7.5,1156.5,76.2,2395.2,백합나무,4092.0
140,충청남도 배롱나무,12765996,61,824617,404097,59154844,49.0,146.39,왕벚나무,충남본청,9890664709000,1017.1,12.3,17.6,7.5,1156.5,76.2,2395.2,배롱나무,46280.0
141,충청남도 이팝나무,12765996,61,824617,404097,59154844,49.0,146.39,왕벚나무,충남본청,9890664709000,1017.1,12.3,17.6,7.5,1156.5,76.2,2395.2,이팝나무,50861.0
142,충청남도 곰솔,12765996,61,824617,404097,59154844,49.0,146.39,왕벚나무,충남본청,9890664709000,1017.1,12.3,17.6,7.5,1156.5,76.2,2395.2,곰솔,660.0
143,충청남도 무궁화,12765996,61,824617,404097,59154844,49.0,146.39,왕벚나무,충남본청,9890664709000,1017.1,12.3,17.6,7.5,1156.5,76.2,2395.2,무궁화,24201.0
144,전라북도 벚나무,8692161,67,806984,440746,71494501,54.62,162.21,왕벚나무,전북본청,9861808073000,1016.8,13.1,17.9,9.0,1265.4,77.8,2366.6,벚나무,7730.0
145,전라북도 왕벚나무,8692161,67,806984,440746,71494501,54.62,162.21,왕벚나무,전북본청,9861808073000,1016.8,13.1,17.9,9.0,1265.4,77.8,2366.6,왕벚나무,150397.0
146,전라북도 은행나무,8692161,67,806984,440746,71494501,54.62,162.21,왕벚나무,전북본청,9861808073000,1016.8,13.1,17.9,9.0,1265.4,77.8,2366.6,은행나무,50109.0
147,전라북도 메타세쿼이어,8692161,67,806984,440746,71494501,54.62,162.21,왕벚나무,전북본청,9861808073000,1016.8,13.1,17.9,9.0,1265.4,77.8,2366.6,메타세쿼이어,15332.0
148,전라북도 양버즘나무,8692161,67,806984,440746,71494501,54.62,162.21,왕벚나무,전북본청,9861808073000,1016.8,13.1,17.9,9.0,1265.4,77.8,2366.6,양버즘나무,7846.0
149,전라북도 단풍나무,8692161,67,806984,440746,71494501,54.62,162.21,왕벚나무,전북본청,9861808073000,1016.8,13.1,17.9,9.0,1265.4,77.8,2366.6,단풍나무,54547.0
150,전라북도 중국단풍,8692161,67,806984,440746,71494501,54.62,162.21,왕벚나무,전북본청,9861808073000,1016.8,13.1,17.9,9.0,1265.4,77.8,2366.6,중국단풍,9457.0
151,전라북도 백합나무,8692161,67,806984,440746,71494501,54.62,162.21,왕벚나무,전북본청,9861808073000,1016.8,13.1,17.9,9.0,1265.4,77.8,2366.6,백합나무,69.0
152,전라북도 배롱나무,8692161,67,806984,440746,71494501,54.62,162.21,왕벚나무,전북본청,9861808073000,1016.8,13.1,17.9,9.0,1265.4,77.8,2366.6,배롱나무,26441.0
153,전라북도 이팝나무,8692161,67,806984,440746,71494501,54.62,162.21,왕벚나무,전북본청,9861808073000,1016.8,13.1,17.9,9.0,1265.4,77.8,2366.6,이팝나무,67650.0
154,전라북도 곰솔,8692161,67,806984,440746,71494501,54.62,162.21,왕벚나무,전북본청,9861808073000,1016.8,13.1,17.9,9.0,1265.4,77.8,2366.6,곰솔,1026.0
155,전라북도 무궁화,8692161,67,806984,440746,71494501,54.62,162.21,왕벚나무,전북본청,9861808073000,1016.8,13.1,17.9,9.0,1265.4,77.8,2366.6,무궁화,67396.0
156,전라남도 벚나무,13921936,60,1234809,686852,88048613,55.62,128.19,왕벚나무,전남본청,11809873234000,1016.7,14.0,18.1,10.7,1193.9,78.3,2270.6,벚나무,41353.0
157,전라남도 왕벚나무,13921936,60,1234809,686852,88048613,55.62,128.19,왕벚나무,전남본청,11809873234000,1016.7,14.0,18.1,10.7,1193.9,78.3,2270.6,왕벚나무,142027.0
158,전라남도 은행나무,13921936,60,1234809,686852,88048613,55.62,128.19,왕벚나무,전남본청,11809873234000,1016.7,14.0,18.1,10.7,1193.9,78.3,2270.6,은행나무,50678.0
159,전라남도 메타세쿼이어,13921936,60,1234809,686852,88048613,55.62,128.19,왕벚나무,전남본청,11809873234000,1016.7,14.0,18.1,10.7,1193.9,78.3,2270.6,메타세쿼이어,27672.0
160,전라남도 양버즘나무,13921936,60,1234809,686852,88048613,55.62,128.19,왕벚나무,전남본청,11809873234000,1016.7,14.0,18.1,10.7,1193.9,78.3,2270.6,양버즘나무,1859.0
161,전라남도 단풍나무,13921936,60,1234809,686852,88048613,55.62,128.19,왕벚나무,전남본청,11809873234000,1016.7,14.0,18.1,10.7,1193.9,78.3,2270.6,단풍나무,43283.0
162,전라남도 중국단풍,13921936,60,1234809,686852,88048613,55.62,128.19,왕벚나무,전남본청,11809873234000,1016.7,14.0,18.1,10.7,1193.9,78.3,2270.6,중국단풍,2913.0
163,전라남도 백합나무,13921936,60,1234809,686852,88048613,55.62,128.19,왕벚나무,전남본청,11809873234000,1016.7,14.0,18.1,10.7,1193.9,78.3,2270.6,백합나무,2084.0
164,전라남도 배롱나무,13921936,60,1234809,686852,88048613,55.62,128.19,왕벚나무,전남본청,11809873234000,1016.7,14.0,18.1,10.7,1193.9,78.3,2270.6,배롱나무,141703.0
165,전라남도 이팝나무,13921936,60,1234809,686852,88048613,55.62,128.19,왕벚나무,전남본청,11809873234000,1016.7,14.0,18.1,10.7,1193.9,78.3,2270.6,이팝나무,69196.0
166,전라남도 곰솔,13921936,60,1234809,686852,88048613,55.62,128.19,왕벚나무,전남본청,11809873234000,1016.7,14.0,18.1,10.7,1193.9,78.3,2270.6,곰솔,7351.0
167,전라남도 무궁화,13921936,60,1234809,686852,88048613,55.62,128.19,왕벚나무,전남본청,11809873234000,1016.7,14.0,18.1,10.7,1193.9,78.3,2270.6,무궁화,132120.0
168,경상북도 벚나무,17685102,60,1903403,1333691,228240999,70.07,171.13,은행나무,경북본청,13372746411000,1016.2,13.4,19.6,8.0,1121.2,66.9,2261.7,벚나무,63772.0
169,경상북도 왕벚나무,17685102,60,1903403,1333691,228240999,70.07,171.13,은행나무,경북본청,13372746411000,1016.2,13.4,19.6,8.0,1121.2,66.9,2261.7,왕벚나무,90162.0
170,경상북도 은행나무,17685102,60,1903403,1333691,228240999,70.07,171.13,은행나무,경북본청,13372746411000,1016.2,13.4,19.6,8.0,1121.2,66.9,2261.7,은행나무,97268.0
171,경상북도 메타세쿼이어,17685102,60,1903403,1333691,228240999,70.07,171.13,은행나무,경북본청,13372746411000,1016.2,13.4,19.6,8.0,1121.2,66.9,2261.7,메타세쿼이어,6460.0
172,경상북도 양버즘나무,17685102,60,1903403,1333691,228240999,70.07,171.13,은행나무,경북본청,13372746411000,1016.2,13.4,19.6,8.0,1121.2,66.9,2261.7,양버즘나무,4500.0
173,경상북도 단풍나무,17685102,60,1903403,1333691,228240999,70.07,171.13,은행나무,경북본청,13372746411000,1016.2,13.4,19.6,8.0,1121.2,66.9,2261.7,단풍나무,20358.0
174,경상북도 중국단풍,17685102,60,1903403,1333691,228240999,70.07,171.13,은행나무,경북본청,13372746411000,1016.2,13.4,19.6,8.0,1121.2,66.9,2261.7,중국단풍,5070.0
175,경상북도 백합나무,17685102,60,1903403,1333691,228240999,70.07,171.13,은행나무,경북본청,13372746411000,1016.2,13.4,19.6,8.0,1121.2,66.9,2261.7,백합나무,1497.0
176,경상북도 배롱나무,17685102,60,1903403,1333691,228240999,70.07,171.13,은행나무,경북본청,13372746411000,1016.2,13.4,19.6,8.0,1121.2,66.9,2261.7,배롱나무,74172.0
177,경상북도 이팝나무,17685102,60,1903403,1333691,228240999,70.07,171.13,은행나무,경북본청,13372746411000,1016.2,13.4,19.6,8.0,1121.2,66.9,2261.7,이팝나무,67601.0
178,경상북도 곰솔,17685102,60,1903403,1333691,228240999,70.07,171.13,은행나무,경북본청,13372746411000,1016.2,13.4,19.6,8.0,1121.2,66.9,2261.7,곰솔,8272.0
179,경상북도 무궁화,17685102,60,1903403,1333691,228240999,70.07,171.13,은행나무,경북본청,13372746411000,1016.2,13.4,19.6,8.0,1121.2,66.9,2261.7,무궁화,110623.0
180,경상남도 벚나무,10404086,63,1054055,698810,124449446,66.3,178.09,은행나무,경남본청,12742649623000,1016.0,14.6,19.4,10.7,1436.2,63.1,2399.0,벚나무,156018.0
181,경상남도 왕벚나무,10404086,63,1054055,698810,124449446,66.3,178.09,은행나무,경남본청,12742649623000,1016.0,14.6,19.4,10.7,1436.2,63.1,2399.0,왕벚나무,71270.0
182,경상남도 은행나무,10404086,63,1054055,698810,124449446,66.3,178.09,은행나무,경남본청,12742649623000,1016.0,14.6,19.4,10.7,1436.2,63.1,2399.0,은행나무,90974.0
183,경상남도 메타세쿼이어,10404086,63,1054055,698810,124449446,66.3,178.09,은행나무,경남본청,12742649623000,1016.0,14.6,19.4,10.7,1436.2,63.1,2399.0,메타세쿼이어,24330.0
184,경상남도 양버즘나무,10404086,63,1054055,698810,124449446,66.3,178.09,은행나무,경남본청,12742649623000,1016.0,14.6,19.4,10.7,1436.2,63.1,2399.0,양버즘나무,20040.0
185,경상남도 단풍나무,10404086,63,1054055,698810,124449446,66.3,178.09,은행나무,경남본청,12742649623000,1016.0,14.6,19.4,10.7,1436.2,63.1,2399.0,단풍나무,18372.0
186,경상남도 중국단풍,10404086,63,1054055,698810,124449446,66.3,178.09,은행나무,경남본청,12742649623000,1016.0,14.6,19.4,10.7,1436.2,63.1,2399.0,중국단풍,3789.0
187,경상남도 백합나무,10404086,63,1054055,698810,124449446,66.3,178.09,은행나무,경남본청,12742649623000,1016.0,14.6,19.4,10.7,1436.2,63.1,2399.0,백합나무,2448.0
188,경상남도 배롱나무,10404086,63,1054055,698810,124449446,66.3,178.09,은행나무,경남본청,12742649623000,1016.0,14.6,19.4,10.7,1436.2,63.1,2399.0,배롱나무,66348.0
189,경상남도 이팝나무,10404086,63,1054055,698810,124449446,66.3,178.09,은행나무,경남본청,12742649623000,1016.0,14.6,19.4,10.7,1436.2,63.1,2399.0,이팝나무,49609.0
190,경상남도 곰솔,10404086,63,1054055,698810,124449446,66.3,178.09,은행나무,경남본청,12742649623000,1016.0,14.6,19.4,10.7,1436.2,63.1,2399.0,곰솔,66238.0
191,경상남도 무궁화,10404086,63,1054055,698810,124449446,66.3,178.09,은행나무,경남본청,12742649623000,1016.0,14.6,19.4,10.7,1436.2,63.1,2399.0,무궁화,44546.0
192,제주특별자치도 벚나무,2739143,33,185021,87334,13059207,47.2,149.53,왕벚나무,제주본청,8070231073000,1016.5,16.5,19.6,13.8,1520.7,70.2,1842.7,벚나무,
193,제주특별자치도 왕벚나무,2739143,33,185021,87334,13059207,47.2,149.53,왕벚나무,제주본청,8070231073000,1016.5,16.5,19.6,13.8,1520.7,70.2,1842.7,왕벚나무,15350.0
194,제주특별자치도 은행나무,2739143,33,185021,87334,13059207,47.2,149.53,왕벚나무,제주본청,8070231073000,1016.5,16.5,19.6,13.8,1520.7,70.2,1842.7,은행나무,876.0
195,제주특별자치도 메타세쿼이어,2739143,33,185021,87334,13059207,47.2,149.53,왕벚나무,제주본청,8070231073000,1016.5,16.5,19.6,13.8,1520.7,70.2,1842.7,메타세쿼이어,
196,제주특별자치도 양버즘나무,2739143,33,185021,87334,13059207,47.2,149.53,왕벚나무,제주본청,8070231073000,1016.5,16.5,19.6,13.8,1520.7,70.2,1842.7,양버즘나무,
197,제주특별자치도 단풍나무,2739143,33,185021,87334,13059207,47.2,149.53,왕벚나무,제주본청,8070231073000,1016.5,16.5,19.6,13.8,1520.7,70.2,1842.7,단풍나무,
198,제주특별자치도 중국단풍,2739143,33,185021,87334,13059207,47.2,149.53,왕벚나무,제주본청,8070231073000,1016.5,16.5,19.6,13.8,1520.7,70.2,1842.7,중국단풍,
199,제주특별자치도 백합나무,2739143,33,185021,87334,13059207,47.2,149.53,왕벚나무,제주본청,8070231073000,1016.5,16.5,19.6,13.8,1520.7,70.2,1842.7,백합나무,108.0
200,제주특별자치도 배롱나무,2739143,33,185021,87334,13059207,47.2,149.53,왕벚나무,제주본청,8070231073000,1016.5,16.5,19.6,13.8,1520.7,70.2,1842.7,배롱나무,2808.0
201,제주특별자치도 이팝나무,2739143,33,185021,87334,13059207,47.2,149.53,왕벚나무,제주본청,8070231073000,1016.5,16.5,19.6,13.8,1520.7,70.2,1842.7,이팝나무,615.0
202,제주특별자치도 곰솔,2739143,33,185021,87334,13059207,47.2,149.53,왕벚나무,제주본청,8070231073000,1016.5,16.5,19.6,13.8,1520.7,70.2,1842.7,곰솔,4375.0
203,제주특별자치도 무궁화,2739143,33,185021,87334,13059207,47.2,149.53,왕벚나무,제주본청,8070231073000,1016.5,16.5,19.6,13.8,1520.7,70.2,1842.7,무궁화,
